antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'gas_consumption', 'wind_consumption', 'hydro_consumption', 'nuclear_consumption', 'oil_consumption'})","frozenset({'biofuel_consumption', 'coal_consumption'})",0.014624977076838437,0.022189620392444525,0.012745277828718137,0.8714733542319749,39.27391901344595,1.0,0.01242075513913489,7.60784173401976,0.9890019404008734,0.5295238095238095,0.8685566767867515,0.7229267597606155
"frozenset({'nuclear_consumption', 'wind_consumption', 'gas_consumption', 'hydro_consumption'})","frozenset({'biofuel_consumption', 'coal_consumption'})",0.014624977076838437,0.022189620392444525,0.012745277828718137,0.8714733542319749,39.27391901344595,1.0,0.01242075513913489,7.60784173401976,0.9890019404008734,0.5295238095238095,0.8685566767867515,0.7229267597606155
"frozenset({'nuclear_consumption', 'wind_consumption', 'gas_consumption', 'hydro_consumption'})","frozenset({'oil_consumption', 'biofuel_consumption', 'coal_consumption'})",0.014624977076838437,0.022189620392444525,0.012745277828718137,0.8714733542319749,39.27391901344595,1.0,0.01242075513913489,7.60784173401976,0.9890019404008734,0.5295238095238095,0.8685566767867515,0.7229267597606155
"frozenset({'biofuel_consumption', 'coal_consumption'})","frozenset({'gas_consumption', 'wind_consumption', 'hydro_consumption', 'nuclear_consumption', 'oil_consumption'})",0.022189620392444525,0.014624977076838437,0.012745277828718137,0.5743801652892562,39.27391901344594,1.0,0.01242075513913489,2.315152966479661,0.9966531650898337,0.5295238095238095,0.5680630979988487,0.7229267597606155
"frozenset({'oil_consumption', 'biofuel_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'wind_consumption', 'gas_consumption', 'hydro_consumption'})",0.022189620392444525,0.014624977076838437,0.012745277828718137,0.5743801652892562,39.27391901344594,1.0,0.01242075513913489,2.315152966479661,0.9966531650898337,0.5295238095238095,0.5680630979988487,0.7229267597606155
"frozenset({'biofuel_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'wind_consumption', 'gas_consumption', 'hydro_consumption'})",0.022189620392444525,0.014624977076838437,0.012745277828718137,0.5743801652892562,39.27391901344594,1.0,0.01242075513913489,2.315152966479661,0.9966531650898337,0.5295238095238095,0.5680630979988487,0.7229267597606155
"frozenset({'nuclear_consumption', 'oil_consumption', 'wind_consumption', 'hydro_consumption'})","frozenset({'biofuel_consumption', 'coal_consumption'})",0.014762516046213094,0.022189620392444525,0.012745277828718137,0.8633540372670807,38.90801293568092,1.0,0.012417703201615298,7.155794141673472,0.98889696060741,0.5265151515151515,0.8602531067549496,0.7188671012781684
"frozenset({'nuclear_consumption', 'oil_consumption', 'wind_consumption', 'hydro_consumption'})","frozenset({'biofuel_consumption', 'gas_consumption', 'coal_consumption'})",0.014762516046213094,0.022189620392444525,0.012745277828718137,0.8633540372670807,38.90801293568092,1.0,0.012417703201615298,7.155794141673472,0.98889696060741,0.5265151515151515,0.8602531067549496,0.7188671012781684
"frozenset({'biofuel_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'oil_consumption', 'wind_consumption', 'hydro_consumption'})",0.022189620392444525,0.014762516046213094,0.012745277828718137,0.5743801652892562,38.908012935680915,1.0,0.012417703201615298,2.3148298166681203,0.9964082747305533,0.5265151515151515,0.568002799687727,0.7188671012781684
"frozenset({'biofuel_consumption', 'gas_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'oil_consumption', 'wind_consumption', 'hydro_consumption'})",0.022189620392444525,0.014762516046213094,0.012745277828718137,0.5743801652892562,38.908012935680915,1.0,0.012417703201615298,2.3148298166681203,0.9964082747305533,0.5265151515151515,0.568002799687727,0.7188671012781684
"frozenset({'coal_consumption', 'oil_consumption', 'wind_consumption', 'hydro_consumption'})","frozenset({'nuclear_consumption', 'gas_consumption', 'biofuel_consumption'})",0.014349899138089124,0.023106546854942234,0.012745277828718137,0.8881789137380193,38.438409655662056,1.0,0.012413701211920185,8.736218595268667,0.9881644152095413,0.5157699443413729,0.885533999739707,0.7198831076626604
"frozenset({'nuclear_consumption', 'gas_consumption', 'biofuel_consumption'})","frozenset({'coal_consumption', 'oil_consumption', 'wind_consumption', 'hydro_consumption'})",0.023106546854942234,0.014349899138089124,0.012745277828718137,0.5515873015873016,38.438409655662056,1.0,0.012413701211920185,2.198086950594704,0.9970220932321161,0.5157699443413729,0.5450589433100248,0.7198831076626604
"frozenset({'nuclear_consumption', 'oil_consumption', 'gas_consumption', 'biofuel_consumption'})","frozenset({'coal_consumption', 'wind_consumption', 'hydro_consumption'})",0.023106546854942234,0.014349899138089124,0.012745277828718137,0.5515873015873016,38.438409655662056,1.0,0.012413701211920185,2.198086950594704,0.9970220932321161,0.5157699443413729,0.5450589433100248,0.7198831076626604
"frozenset({'nuclear_consumption', 'gas_consumption', 'biofuel_consumption'})","frozenset({'coal_consumption', 'wind_consumption', 'hydro_consumption'})",0.023106546854942234,0.014349899138089124,0.012745277828718137,0.5515873015873016,38.438409655662056,1.0,0.012413701211920185,2.198086950594704,0.9970220932321161,0.5157699443413729,0.5450589433100248,0.7198831076626604
"frozenset({'coal_consumption', 'wind_consumption', 'hydro_consumption'})","frozenset({'nuclear_consumption', 'oil_consumption', 'gas_consumption', 'biofuel_consumption'})",0.014349899138089124,0.023106546854942234,0.012745277828718137,0.8881789137380193,38.438409655662056,1.0,0.012413701211920185,8.736218595268667,0.9881644152095413,0.5157699443413729,0.885533999739707,0.7198831076626604
"frozenset({'coal_consumption', 'wind_consumption', 'hydro_consumption'})","frozenset({'nuclear_consumption', 'gas_consumption', 'biofuel_consumption'})",0.014349899138089124,0.023106546854942234,0.012745277828718137,0.8881789137380193,38.438409655662056,1.0,0.012413701211920185,8.736218595268667,0.9881644152095413,0.5157699443413729,0.885533999739707,0.7198831076626604
"frozenset({'biofuel_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'wind_consumption', 'hydro_consumption'})",0.022189620392444525,0.014945901338712635,0.012745277828718137,0.5743801652892562,38.43061400395477,1.0,0.012413633951589176,2.314398950252733,0.9960817542515126,0.5225563909774436,0.567922375746498,0.7135704507427876
"frozenset({'oil_consumption', 'biofuel_consumption', 'gas_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'wind_consumption', 'hydro_consumption'})",0.022189620392444525,0.014945901338712635,0.012745277828718137,0.5743801652892562,38.43061400395477,1.0,0.012413633951589176,2.314398950252733,0.9960817542515126,0.5225563909774436,0.567922375746498,0.7135704507427876
"frozenset({'nuclear_consumption', 'wind_consumption', 'hydro_consumption'})","frozenset({'biofuel_consumption', 'coal_consumption'})",0.014945901338712635,0.022189620392444525,0.012745277828718137,0.852760736196319,38.43061400395477,1.0,0.012413633951589176,6.640962161501313,0.9887569419471406,0.5225563909774436,0.8494194100672406,0.7135704507427876
"frozenset({'biofuel_consumption', 'gas_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'wind_consumption', 'hydro_consumption'})",0.022189620392444525,0.014945901338712635,0.012745277828718137,0.5743801652892562,38.43061400395477,1.0,0.012413633951589176,2.314398950252733,0.9960817542515126,0.5225563909774436,0.567922375746498,0.7135704507427876
"frozenset({'oil_consumption', 'biofuel_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'wind_consumption', 'hydro_consumption'})",0.022189620392444525,0.014945901338712635,0.012745277828718137,0.5743801652892562,38.43061400395477,1.0,0.012413633951589176,2.314398950252733,0.9960817542515126,0.5225563909774436,0.567922375746498,0.7135704507427876
"frozenset({'nuclear_consumption', 'wind_consumption', 'hydro_consumption'})","frozenset({'oil_consumption', 'biofuel_consumption', 'coal_consumption'})",0.014945901338712635,0.022189620392444525,0.012745277828718137,0.852760736196319,38.43061400395477,1.0,0.012413633951589176,6.640962161501313,0.9887569419471406,0.5225563909774436,0.8494194100672406,0.7135704507427876
"frozenset({'nuclear_consumption', 'wind_consumption', 'hydro_consumption'})","frozenset({'oil_consumption', 'biofuel_consumption', 'gas_consumption', 'coal_consumption'})",0.014945901338712635,0.022189620392444525,0.012745277828718137,0.852760736196319,38.43061400395477,1.0,0.012413633951589176,6.640962161501313,0.9887569419471406,0.5225563909774436,0.8494194100672406,0.7135704507427876
"frozenset({'nuclear_consumption', 'wind_consumption', 'hydro_consumption'})","frozenset({'biofuel_consumption', 'gas_consumption', 'coal_consumption'})",0.014945901338712635,0.022189620392444525,0.012745277828718137,0.852760736196319,38.43061400395477,1.0,0.012413633951589176,6.640962161501313,0.9887569419471406,0.5225563909774436,0.8494194100672406,0.7135704507427876
"frozenset({'nuclear_consumption', 'gas_consumption', 'biofuel_consumption'})","frozenset({'oil_consumption', 'wind_consumption', 'coal_consumption'})",0.023106546854942234,0.015358518246836603,0.013570511644966074,0.5873015873015873,38.23946932006634,1.0,0.013215629323473059,2.3858620519403573,0.9968835458322975,0.5451197053406999,0.5808642837557491,0.735441838426913
"frozenset({'nuclear_consumption', 'gas_consumption', 'biofuel_consumption'})","frozenset({'wind_consumption', 'coal_consumption'})",0.023106546854942234,0.015358518246836603,0.013570511644966074,0.5873015873015873,38.23946932006634,1.0,0.013215629323473059,2.3858620519403573,0.9968835458322975,0.5451197053406999,0.5808642837557491,0.735441838426913
"frozenset({'nuclear_consumption', 'oil_consumption', 'gas_consumption', 'biofuel_consumption'})","frozenset({'wind_consumption', 'coal_consumption'})",0.023106546854942234,0.015358518246836603,0.013570511644966074,0.5873015873015873,38.23946932006634,1.0,0.013215629323473059,2.3858620519403573,0.9968835458322975,0.5451197053406999,0.5808642837557491,0.735441838426913
"frozenset({'wind_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'gas_consumption', 'biofuel_consumption'})",0.015358518246836603,0.023106546854942234,0.013570511644966074,0.8835820895522388,38.239469320066334,1.0,0.013215629323473059,8.39126427701524,0.9890391858543836,0.5451197053406999,0.8808284464667464,0.735441838426913
"frozenset({'wind_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'oil_consumption', 'gas_consumption', 'biofuel_consumption'})",0.015358518246836603,0.023106546854942234,0.013570511644966074,0.8835820895522388,38.239469320066334,1.0,0.013215629323473059,8.39126427701524,0.9890391858543836,0.5451197053406999,0.8808284464667464,0.735441838426913
"frozenset({'oil_consumption', 'wind_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'gas_consumption', 'biofuel_consumption'})",0.015358518246836603,0.023106546854942234,0.013570511644966074,0.8835820895522388,38.239469320066334,1.0,0.013215629323473059,8.39126427701524,0.9890391858543836,0.5451197053406999,0.8808284464667464,0.735441838426913
"frozenset({'nuclear_consumption', 'wind_consumption', 'gas_consumption'})","frozenset({'oil_consumption', 'biofuel_consumption', 'coal_consumption'})",0.016046213093709884,0.022189620392444525,0.013570511644966074,0.8457142857142858,38.113057851239674,1.0,0.01321445226768038,6.3376598678267495,0.9896422841628322,0.5501858736059481,0.8422130532633159,0.7286422668240851
"frozenset({'oil_consumption', 'biofuel_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'wind_consumption', 'gas_consumption'})",0.022189620392444525,0.016046213093709884,0.013570511644966074,0.6115702479338844,38.113057851239674,1.0,0.01321445226768038,2.5331576216098113,0.9958600291964884,0.5501858736059481,0.6052357770913189,0.7286422668240851
"frozenset({'nuclear_consumption', 'wind_consumption', 'gas_consumption'})","frozenset({'biofuel_consumption', 'coal_consumption'})",0.016046213093709884,0.022189620392444525,0.013570511644966074,0.8457142857142858,38.113057851239674,1.0,0.01321445226768038,6.3376598678267495,0.9896422841628322,0.5501858736059481,0.8422130532633159,0.7286422668240851
"frozenset({'biofuel_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'wind_consumption', 'gas_consumption'})",0.022189620392444525,0.016046213093709884,0.013570511644966074,0.6115702479338844,38.113057851239674,1.0,0.01321445226768038,2.5331576216098113,0.9958600291964884,0.5501858736059481,0.6052357770913189,0.7286422668240851
"frozenset({'nuclear_consumption', 'oil_consumption', 'wind_consumption', 'gas_consumption'})","frozenset({'biofuel_consumption', 'coal_consumption'})",0.016046213093709884,0.022189620392444525,0.013570511644966074,0.8457142857142858,38.113057851239674,1.0,0.01321445226768038,6.3376598678267495,0.9896422841628322,0.5501858736059481,0.8422130532633159,0.7286422668240851
"frozenset({'biofuel_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'oil_consumption', 'wind_consumption', 'gas_consumption'})",0.022189620392444525,0.016046213093709884,0.013570511644966074,0.6115702479338844,38.113057851239674,1.0,0.01321445226768038,2.5331576216098113,0.9958600291964884,0.5501858736059481,0.6052357770913189,0.7286422668240851
"frozenset({'nuclear_consumption', 'oil_consumption', 'wind_consumption', 'gas_consumption'})","frozenset({'coal_consumption', 'biofuel_consumption', 'hydro_consumption'})",0.016046213093709884,0.020905923344947737,0.012745277828718137,0.7942857142857144,37.99333333333333,1.0,0.012409816927804341,4.75948509485095,0.9895582555482033,0.5265151515151515,0.7898932384341638,0.7019674185463659
"frozenset({'nuclear_consumption', 'wind_consumption', 'gas_consumption'})","frozenset({'coal_consumption', 'biofuel_consumption', 'hydro_consumption'})",0.016046213093709884,0.020905923344947737,0.012745277828718137,0.7942857142857144,37.99333333333333,1.0,0.012409816927804341,4.75948509485095,0.9895582555482033,0.5265151515151515,0.7898932384341638,0.7019674185463659
"frozenset({'nuclear_consumption', 'wind_consumption', 'gas_consumption'})","frozenset({'coal_consumption', 'oil_consumption', 'biofuel_consumption', 'hydro_consumption'})",0.016046213093709884,0.020905923344947737,0.012745277828718137,0.7942857142857144,37.99333333333333,1.0,0.012409816927804341,4.75948509485095,0.9895582555482033,0.5265151515151515,0.7898932384341638,0.7019674185463659
"frozenset({'coal_consumption', 'biofuel_consumption', 'hydro_consumption'})","frozenset({'nuclear_consumption', 'wind_consumption', 'gas_consumption'})",0.020905923344947737,0.016046213093709884,0.012745277828718137,0.6096491228070174,37.993333333333325,1.0,0.012409816927804341,2.520690600164428,0.9944699045034436,0.5265151515151515,0.6032833224614046,0.7019674185463659
"frozenset({'coal_consumption', 'oil_consumption', 'biofuel_consumption', 'hydro_consumption'})","frozenset({'nuclear_consumption', 'wind_consumption', 'gas_consumption'})",0.020905923344947737,0.016046213093709884,0.012745277828718137,0.6096491228070174,37.993333333333325,1.0,0.012409816927804341,2.520690600164428,0.9944699045034436,0.5265151515151515,0.6032833224614046,0.7019674185463659
"frozenset({'coal_consumption', 'biofuel_consumption', 'hydro_consumption'})","frozenset({'nuclear_consumption', 'oil_consumption', 'wind_consumption', 'gas_consumption'})",0.020905923344947737,0.016046213093709884,0.012745277828718137,0.6096491228070174,37.993333333333325,1.0,0.012409816927804341,2.520690600164428,0.9944699045034436,0.5265151515151515,0.6032833224614046,0.7019674185463659
"frozenset({'oil_consumption', 'wind_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'biofuel_consumption', 'gas_consumption', 'hydro_consumption'})",0.015358518246836603,0.021914542453695212,0.012745277828718137,0.8298507462686567,37.86758258914632,1.0,0.012408702928571984,5.748396987333547,0.9887783585116822,0.5196261682242991,0.8260384586862258,0.7057203522138262
"frozenset({'nuclear_consumption', 'biofuel_consumption', 'gas_consumption', 'hydro_consumption'})","frozenset({'wind_consumption', 'coal_consumption'})",0.021914542453695212,0.015358518246836603,0.012745277828718137,0.5815899581589958,37.86758258914632,1.0,0.012408702928571984,2.3532931413900604,0.9954060563305239,0.5196261682242991,0.5750635641553298,0.7057203522138262
"frozenset({'wind_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'biofuel_consumption', 'gas_consumption', 'hydro_consumption'})",0.015358518246836603,0.021914542453695212,0.012745277828718137,0.8298507462686567,37.86758258914632,1.0,0.012408702928571984,5.748396987333547,0.9887783585116822,0.5196261682242991,0.8260384586862258,0.7057203522138262
"frozenset({'wind_consumption', 'coal_consumption'})","frozenset({'gas_consumption', 'hydro_consumption', 'nuclear_consumption', 'oil_consumption', 'biofuel_consumption'})",0.015358518246836603,0.021914542453695212,0.012745277828718137,0.8298507462686567,37.86758258914632,1.0,0.012408702928571984,5.748396987333547,0.9887783585116822,0.5196261682242991,0.8260384586862258,0.7057203522138262
"frozenset({'gas_consumption', 'hydro_consumption', 'nuclear_consumption', 'oil_consumption', 'biofuel_consumption'})","frozenset({'wind_consumption', 'coal_consumption'})",0.021914542453695212,0.015358518246836603,0.012745277828718137,0.5815899581589958,37.86758258914632,1.0,0.012408702928571984,2.3532931413900604,0.9954060563305239,0.5196261682242991,0.5750635641553298,0.7057203522138262
"frozenset({'nuclear_consumption', 'biofuel_consumption', 'gas_consumption', 'hydro_consumption'})","frozenset({'oil_consumption', 'wind_consumption', 'coal_consumption'})",0.021914542453695212,0.015358518246836603,0.012745277828718137,0.5815899581589958,37.86758258914632,1.0,0.012408702928571984,2.3532931413900604,0.9954060563305239,0.5196261682242991,0.5750635641553298,0.7057203522138262
"frozenset({'nuclear_consumption', 'oil_consumption', 'biofuel_consumption', 'hydro_consumption'})","frozenset({'wind_consumption', 'coal_consumption'})",0.022097927746194755,0.015358518246836603,0.012745277828718137,0.5767634854771784,37.55332879172602,1.0,0.012405886402210927,2.3264568343383565,0.9953667445790203,0.5157699443413729,0.5701618077584493,0.7033071158729176
"frozenset({'wind_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'oil_consumption', 'biofuel_consumption', 'hydro_consumption'})",0.015358518246836603,0.022097927746194755,0.012745277828718137,0.8298507462686567,37.55332879172602,1.0,0.012405886402210927,5.747319196579382,0.9885539256819158,0.5157699443413729,0.8260058357999035,0.7033071158729176
"frozenset({'wind_consumption', 'gas_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'oil_consumption', 'biofuel_consumption', 'hydro_consumption'})",0.015358518246836603,0.022097927746194755,0.012745277828718137,0.8298507462686567,37.55332879172602,1.0,0.012405886402210927,5.747319196579382,0.9885539256819158,0.5157699443413729,0.8260058357999035,0.7033071158729176
"frozenset({'nuclear_consumption', 'oil_consumption', 'biofuel_consumption', 'hydro_consumption'})","frozenset({'wind_consumption', 'gas_consumption', 'coal_consumption'})",0.022097927746194755,0.015358518246836603,0.012745277828718137,0.5767634854771784,37.55332879172602,1.0,0.012405886402210927,2.3264568343383565,0.9953667445790203,0.5157699443413729,0.5701618077584493,0.7033071158729176
"frozenset({'nuclear_consumption', 'biofuel_consumption', 'coal_consumption'})","frozenset({'wind_consumption', 'gas_consumption', 'hydro_consumption'})",0.021501925545571246,0.015862827801210344,0.012745277828718137,0.5927505330490405,37.36726770770425,1.0,0.012404196486394294,2.4165462500588077,0.9946249625422653,0.5176908752327746,0.5861862772228487,0.698109370570763
"frozenset({'oil_consumption', 'wind_consumption', 'gas_consumption', 'hydro_consumption'})","frozenset({'nuclear_consumption', 'biofuel_consumption', 'coal_consumption'})",0.015862827801210344,0.021501925545571246,0.012745277828718137,0.8034682080924855,37.36726770770425,1.0,0.012404196486394294,4.9788284376651815,0.98892576984718,0.5176908752327746,0.7991495363778894,0.698109370570763
"frozenset({'nuclear_consumption', 'biofuel_consumption', 'coal_consumption'})","frozenset({'oil_consumption', 'wind_consumption', 'gas_consumption', 'hydro_consumption'})",0.021501925545571246,0.015862827801210344,0.012745277828718137,0.5927505330490405,37.36726770770425,1.0,0.012404196486394294,2.4165462500588077,0.9946249625422653,0.5176908752327746,0.5861862772228487,0.698109370570763
"frozenset({'nuclear_consumption', 'oil_consumption', 'biofuel_consumption', 'coal_consumption'})","frozenset({'wind_consumption', 'gas_consumption', 'hydro_consumption'})",0.021501925545571246,0.015862827801210344,0.012745277828718137,0.5927505330490405,37.36726770770425,1.0,0.012404196486394294,2.4165462500588077,0.9946249625422653,0.5176908752327746,0.5861862772228487,0.698109370570763
"frozenset({'wind_consumption', 'gas_consumption', 'hydro_consumption'})","frozenset({'nuclear_consumption', 'oil_consumption', 'biofuel_consumption', 'coal_consumption'})",0.015862827801210344,0.021501925545571246,0.012745277828718137,0.8034682080924855,37.36726770770425,1.0,0.012404196486394294,4.9788284376651815,0.98892576984718,0.5176908752327746,0.7991495363778894,0.698109370570763
"frozenset({'wind_consumption', 'gas_consumption', 'hydro_consumption'})","frozenset({'nuclear_consumption', 'biofuel_consumption', 'coal_consumption'})",0.015862827801210344,0.021501925545571246,0.012745277828718137,0.8034682080924855,37.36726770770425,1.0,0.012404196486394294,4.9788284376651815,0.98892576984718,0.5176908752327746,0.7991495363778894,0.698109370570763
"frozenset({'oil_consumption', 'wind_consumption', 'gas_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'biofuel_consumption', 'hydro_consumption'})",0.015358518246836603,0.02223546671556941,0.012745277828718137,0.8298507462686567,37.32104016002462,1.0,0.012403774007440136,5.746510853513759,0.9883856010595911,0.5129151291512916,0.8259813606044891,0.7015233112786583
"frozenset({'wind_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'biofuel_consumption', 'hydro_consumption'})",0.015358518246836603,0.02223546671556941,0.012745277828718137,0.8298507462686567,37.32104016002462,1.0,0.012403774007440136,5.746510853513759,0.9883856010595911,0.5129151291512916,0.8259813606044891,0.7015233112786583
"frozenset({'wind_consumption', 'gas_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'biofuel_consumption', 'hydro_consumption'})",0.015358518246836603,0.02223546671556941,0.012745277828718137,0.8298507462686567,37.32104016002462,1.0,0.012403774007440136,5.746510853513759,0.9883856010595911,0.5129151291512916,0.8259813606044891,0.7015233112786583
"frozenset({'oil_consumption', 'wind_consumption', 'coal_consumption'})","frozenset({'nuclear_consumption', 'biofuel_consumption', 'hydro_consumption'})",0.015358518246836603,0.02223546671556941,0.012745277828718137,0.8298507462686567,37.32104016002462,1.0,0.012403774007440136,5.746510853513759,0.9883856010595911,0.5129151291512916,0.8259813606044891,0.7015233112786583
"frozenset({'nuclear_consumption', 'biofuel_consumption', 'hydro_consumption'})","frozenset({'wind_consumption', 'gas_consumption', 'coal_consumption'})",0.02223546671556941,0.015358518246836603,0.012745277828718137,0.5731958762886598,37.321040160024616,1.0,0.012403774007440136,2.3070102350255275,0.9953372510881434,0.5129151291512916,0.5665385507104459,0.7015233112786583
"frozenset({'nuclear_consumption', 'biofuel_consumption', 'hydro_consumption'})","frozenset({'oil_consumption', 'wind_consumption', 'gas_consumption', 'coal_consumption'})",0.02223546671556941,0.015358518246836603,0.012745277828718137,0.5731958762886598,37.321040160024616,1.0,0.012403774007440136,2.3070102350255275,0.9953372510881434,0.5129151291512916,0.5665385507104459,0.7015233112786583
